,epsilon,BASE_WEIGHT,pattern_weight,distocenterpc,wdispc,nodessimpc,pc_node_num,DTWpc,Eucpc_corr,PCDpc,Pearson_ori,Pearson_pc,ndcgpc,diffpc,Eucpc,reldiffpc,distocenterpriv,wdispriv,nodessimpriv,priv_node_num,cluster_dis_diff,cluster_real_node_num,DTWpriv,Eucpriv_corr,PCDpriv,Pearson_priv,ndcgpriv,diffpriv,Eucpriv,reldiffpriv
0,2.0,14.0,"(1, 1, 4)",204699.6766055046,298.7713789151059,-0.2683486238532109,654.0,298.0,155.0612782096162,1.7126453126983976,-0.964929408076598,0.7477159046217996,0.9999999999999999,553.0,354.71819801075895,153.78304261823413,213208.93706498787,281.61632039717375,-0.21330275229357798,673.0,8509.260459483281,76.0,307.0,153.73678805022564,1.5177288100106705,0.5527994019340725,0.9999999999999999,529.0,347.636304203114,150.7365132170473
1,2.0,14.0,"(1, 1, 4)",201705.60956190192,247.34057080625993,-0.21788990825688082,704.0,276.0,147.24808997063425,1.6515654707808327,-0.964929408076598,0.6866360627042346,0.8060855746848786,531.0,365.4982900096798,162.16503326739794,215200.87025017705,313.29092902102764,-0.23853211009174302,669.0,13495.260688275128,76.0,286.0,148.51935900750448,1.496418356397783,0.5314889483211852,0.8992729294635202,540.0,350.7164096531555,149.31167955403706
2,2.0,14.0,"(1, 1, 4)",210761.96087207072,315.7469095409996,-0.20642201834862384,685.0,312.0,168.4755175092215,1.7401297639956477,-0.964929408076598,0.7752003559190498,0.9999999999999999,526.0,355.23231834955556,158.64039741053767,179644.2248864547,244.02623699642282,-0.31192660550458706,591.0,31117.73598561602,76.0,250.0,137.84411485442533,1.4513538763011407,0.48642446822454277,0.8060855746848786,572.0,391.0703261563066,172.28007552598453
3,2.0,14.0,"(1, 1, 4)",201709.08689861154,267.39760214983926,0.022935779816513735,652.0,227.0,131.50285168010618,0.8805007986774793,-0.964929408076598,-0.08442860939911863,0.9999999999999999,426.0,278.9014162746399,120.99438050710305,201592.3028568211,231.31966458800014,-0.09403669724770647,701.0,116.78404179043719,76.0,300.0,153.9675290442761,1.8711837874731492,0.9062543793965513,0.8060855746848786,477.0,337.6788415047647,151.5029221363064
4,2.0,14.0,"(1, 1, 4)",201455.84819324434,260.34244455194965,-0.18807339449541294,670.0,283.0,146.50255970460037,1.506514861424362,-0.964929408076598,0.541585453347764,0.9999999999999999,518.0,348.46807601271024,156.11315410897322,203450.98147457882,249.93023614030164,-0.23623853211009171,706.0,1995.133281334478,76.0,263.0,147.03400967123218,1.6936982382746297,0.7287688301980317,0.8060855746848786,539.0,365.1807771501671,160.22127315231074
5,2.0,14.0,"(1, 1, 9)",198807.2160355926,269.97112756109226,-0.22018348623853212,695.0,305.0,153.91231269784754,1.8631068343547417,-0.964929408076598,0.8981774262781437,0.9999999999999999,532.0,343.6189750290283,148.74429059521668,213208.93706498787,281.61632039717375,-0.21330275229357798,673.0,14401.721029395267,76.0,307.0,153.73678805022564,1.5177288100106705,0.5527994019340725,0.9999999999999999,529.0,347.636304203114,150.7365132170473
6,2.0,14.0,"(1, 1, 9)",194429.25482581812,241.31625780911227,-0.21100917431192667,698.0,323.0,154.88382743204662,1.731260224228627,-0.964929408076598,0.7663308161520291,0.8060855746848786,528.0,368.19288423325077,161.6804981118504,215200.87025017705,313.29092902102764,-0.23853211009174302,669.0,20771.615424358926,76.0,286.0,148.51935900750448,1.496418356397783,0.5314889483211852,0.8992729294635202,540.0,350.7164096531555,149.31167955403706
7,2.0,14.0,"(1, 1, 9)",196196.57818653778,310.90776540751887,-0.12614678899082565,588.0,257.0,139.48835076808385,1.2922405137477233,-0.964929408076598,0.32731110567112537,0.8060855746848786,491.0,341.7791684699347,150.09845351555475,179644.2248864547,244.02623699642282,-0.31192660550458706,591.0,16552.35330008308,76.0,250.0,137.84411485442533,1.4513538763011407,0.48642446822454277,0.8060855746848786,572.0,391.0703261563066,172.28007552598453
8,2.0,14.0,"(1, 1, 9)",201709.08689861154,267.39760214983926,0.022935779816513735,652.0,227.0,131.50285168010618,0.8805007986774793,-0.964929408076598,-0.08442860939911863,0.9999999999999999,426.0,278.9014162746399,120.99438050710305,201592.3028568211,231.31966458800014,-0.09403669724770647,701.0,116.78404179043719,76.0,300.0,153.9675290442761,1.8711837874731492,0.9062543793965513,0.8060855746848786,477.0,337.6788415047647,151.5029221363064
9,2.0,14.0,"(1, 1, 9)",203522.429590479,267.3958829597674,-0.2316513761467891,712.0,311.0,170.66341142728865,1.4777847550349263,-0.964929408076598,0.5128553469583285,0.6441322455870092,537.0,365.6706168124532,163.65559251933107,203450.98147457882,249.93023614030164,-0.23623853211009171,706.0,71.44811590018799,76.0,263.0,147.03400967123218,1.6936982382746297,0.7287688301980317,0.8060855746848786,539.0,365.1807771501671,160.22127315231074
10,2.0,14.0,"(1, 4, 1)",208037.88885355383,371.4484991437999,-0.17201834862385312,662.0,303.0,154.16873872481412,1.0221573280486762,-0.964929408076598,0.057227919972078316,0.8992729294635202,511.0,336.5486591861569,143.24136845891027,213208.93706498787,281.61632039717375,-0.21330275229357798,673.0,5171.048211434041,76.0,307.0,153.73678805022564,1.5177288100106705,0.5527994019340725,0.9999999999999999,529.0,347.636304203114,150.7365132170473
