,epsilon,BASE_WEIGHT,pattern_weight,distocenterpc,wdispc,nodessimpc,pc_node_num,DTWpc,Eucpc_corr,PCDpc,Pearson_ori,Pearson_pc,ndcgpc,diffpc,Eucpc,reldiffpc,distocenterpriv,wdispriv,nodessimpriv,priv_node_num,cluster_dis_diff,cluster_real_node_num,DTWpriv,Eucpriv_corr,PCDpriv,Pearson_priv,ndcgpriv,diffpriv,Eucpriv,reldiffpriv
0,2.0,140.0,"(1, 1, 4)",181138.979264651,212.57855929348077,0.08027522935779818,705.0,227.0,115.90081966923272,0.5091445787748157,-0.964929408076598,-0.4557848293017824,0.9999999999999999,401.0,280.36583244040276,125.84773422046395,213208.93706498787,281.61632039717375,-0.21330275229357798,673.0,32069.95780033688,76.0,307.0,153.73678805022564,1.5177288100106705,0.5527994019340725,0.9999999999999999,529.0,347.636304203114,150.7365132170473
1,2.0,140.0,"(1, 1, 4)",190232.18054695564,351.3726855200503,-0.05733944954128445,510.0,212.0,125.88089608832628,0.3778435270686358,-0.964929408076598,-0.5870858810079622,0.9425461421665517,461.0,326.9174207655505,153.32741413414854,215200.87025017705,313.29092902102764,-0.23853211009174302,669.0,24968.689703221404,76.0,286.0,148.51935900750448,1.496418356397783,0.5314889483211852,0.8992729294635202,540.0,350.7164096531555,149.31167955403706
2,2.0,140.0,"(1, 1, 4)",208576.18049932524,282.97238993487275,0.020642201834862428,624.0,188.0,103.41179816636011,0.3287132274199608,-0.964929408076598,-0.6362161806566372,0.9999999999999999,427.0,270.01296265179565,116.48583887789965,179644.2248864547,244.02623699642282,-0.31192660550458706,591.0,28931.955612870544,76.0,250.0,137.84411485442533,1.4513538763011407,0.48642446822454277,0.8060855746848786,572.0,391.0703261563066,172.28007552598453
3,2.0,140.0,"(1, 1, 4)",206353.97109893503,327.59742183369497,0.01834862385321101,682.0,240.0,128.3744522870497,1.4290923633416246,-0.964929408076598,0.4641629552650265,0.9999999999999999,428.0,275.61204618085907,118.5159144038842,201592.3028568211,231.31966458800014,-0.09403669724770647,701.0,4761.668242113927,76.0,300.0,153.9675290442761,1.8711837874731492,0.9062543793965513,0.8060855746848786,477.0,337.6788415047647,151.5029221363064
4,2.0,140.0,"(1, 1, 4)",166016.2411576129,191.76984630062162,0.1674311926605505,747.0,216.0,125.777581468241,0.6932864644004373,-0.964929408076598,-0.27164294367616076,0.8992729294635202,363.0,263.62283664356545,112.83734939759036,203450.98147457882,249.93023614030164,-0.23623853211009171,706.0,37434.74031696591,76.0,263.0,147.03400967123218,1.6936982382746297,0.7287688301980317,0.8060855746848786,539.0,365.1807771501671,160.22127315231074
5,2.0,140.0,"(1, 1, 9)",181138.979264651,212.57855929348077,0.08027522935779818,705.0,227.0,115.90081966923272,0.5091445787748157,-0.964929408076598,-0.4557848293017824,0.9999999999999999,401.0,280.36583244040276,125.84773422046395,213208.93706498787,281.61632039717375,-0.21330275229357798,673.0,32069.95780033688,76.0,307.0,153.73678805022564,1.5177288100106705,0.5527994019340725,0.9999999999999999,529.0,347.636304203114,150.7365132170473
6,2.0,140.0,"(1, 1, 9)",190232.18054695564,351.3726855200503,-0.05733944954128445,510.0,212.0,125.88089608832628,0.3778435270686358,-0.964929408076598,-0.5870858810079622,0.9425461421665517,461.0,326.9174207655505,153.32741413414854,215200.87025017705,313.29092902102764,-0.23853211009174302,669.0,24968.689703221404,76.0,286.0,148.51935900750448,1.496418356397783,0.5314889483211852,0.8992729294635202,540.0,350.7164096531555,149.31167955403706
7,2.0,140.0,"(1, 1, 9)",208576.18049932524,282.97238993487275,0.020642201834862428,624.0,188.0,103.41179816636011,0.3287132274199608,-0.964929408076598,-0.6362161806566372,0.9999999999999999,427.0,270.01296265179565,116.48583887789965,179644.2248864547,244.02623699642282,-0.31192660550458706,591.0,28931.955612870544,76.0,250.0,137.84411485442533,1.4513538763011407,0.48642446822454277,0.8060855746848786,572.0,391.0703261563066,172.28007552598453
8,2.0,140.0,"(1, 1, 9)",206353.97109893503,327.59742183369497,0.01834862385321101,682.0,240.0,128.3744522870497,1.4290923633416246,-0.964929408076598,0.4641629552650265,0.9999999999999999,428.0,275.61204618085907,118.5159144038842,201592.3028568211,231.31966458800014,-0.09403669724770647,701.0,4761.668242113927,76.0,300.0,153.9675290442761,1.8711837874731492,0.9062543793965513,0.8060855746848786,477.0,337.6788415047647,151.5029221363064
9,2.0,140.0,"(1, 1, 9)",166016.2411576129,191.76984630062162,0.1674311926605505,747.0,216.0,125.777581468241,0.6932864644004373,-0.964929408076598,-0.27164294367616076,0.8992729294635202,363.0,263.62283664356545,112.83734939759036,203450.98147457882,249.93023614030164,-0.23623853211009171,706.0,37434.74031696591,76.0,263.0,147.03400967123218,1.6936982382746297,0.7287688301980317,0.8060855746848786,539.0,365.1807771501671,160.22127315231074
