,epsilon,BASE_WEIGHT,pattern_weight,distocenterpc,wdispc,nodessimpc,pc_node_num,DTWpc,Eucpc_corr,PCDpc,Pearson_ori,Pearson_pc,ndcgpc,diffpc,Eucpc,reldiffpc,nodes_real,nodes_pc,distocenterpriv,wdispriv,nodessimpriv,priv_node_num,cluster_intra_dis_diff_pc_priv,cluster_real_node_num,DTWpriv,Eucpriv_corr,PCDpriv,Pearson_priv,ndcgpriv,diffpriv,Eucpriv,reldiffpriv,nodes_priv
10,2.0,14.0,"(1, 4, 1)",4652.911948863753,146.80243576566093,0.7555555555555555,168.0,8.440044116903024,4.9503065853473105,0.3231103240335781,0.9632944880927644,0.6401841640591863,1.0,554.0,364.4859393721519,9.56878758960474,749.0,661.0,4396.996015870652,131.25150967523047,0.9225634178905207,171.0,255.9159329931017,135.0,10.080745826972532,6.038643791073145,0.9986592825423982,-0.035364794449633793,1.0,576.0,377.9867722553264,11.842427582601577,691.0
11,2.0,14.0,"(1, 4, 1)",4068.808162781773,222.9582840211986,0.8962962962962963,121.0,11.183977854737087,6.664122480495737,0.9384375037200947,0.9632944880927644,0.024856984372669703,1.0,370.0,243.15427201675894,7.198179670604713,749.0,703.0,4685.572835081706,132.38547885625385,0.9038718291054739,179.0,616.7646722999334,135.0,9.437243393964486,5.629753777532178,1.0559673877568467,-0.09267289966408239,0.7743553326496861,612.0,399.8899848708392,11.75930076862188,677.0
12,2.0,14.0,"(1, 4, 1)",4772.968180004131,186.5819000614274,0.6888888888888889,177.0,8.277987541919266,5.009963640604539,0.9755396989126032,0.9632944880927644,-0.012245210819838724,1.0,592.0,369.5050743900549,11.369700466795386,749.0,735.0,4710.989117522925,215.69199242832525,0.9158878504672897,166.0,61.9790624812058,135.0,11.714937357053962,6.939954763544763,1.2623695796675378,-0.29907509157477336,0.6724575369798664,635.0,420.89072215956486,13.644107355541253,686.0
13,2.0,14.0,"(1, 4, 1)",4220.040223649331,533.8032665694094,0.9407407407407408,127.0,8.253747569724815,4.974076633712754,1.1670869350745137,0.9632944880927644,-0.20379244698174917,1.0,529.0,348.501076038511,11.073139907923192,749.0,696.0,4345.050404750695,143.92488171926598,0.9198931909212283,166.0,125.01018110136374,135.0,8.548613207081537,5.05681004482933,1.2948072320298973,-0.33151274393713287,0.9733170934469516,478.0,335.3237241830646,11.637077066858021,689.0
14,2.0,14.0,"(1, 4, 1)",4562.02777822421,462.6404757278997,0.9111111111111111,123.0,7.36905738249115,4.840739529598381,1.939146994109332,0.9632944880927644,-0.9758525060165676,1.0,542.0,359.96388707757893,9.000493180546,749.0,649.0,4775.640663540257,209.4403740752404,0.9025367156208277,167.0,213.61288531604714,135.0,11.351705398015554,6.595215754849474,0.5976448010700776,0.36564968702268685,0.7743553326496861,615.0,398.76935689694113,11.178920970283407,676.0
15,2.0,14.0,"(1, 4, 9)",4901.1285121889505,615.0903520623407,0.8666666666666667,153.0,7.465023448149374,4.331452579819202,0.034890618666544304,0.9632944880927644,0.9981851067593087,1.0,385.0,248.79509641470025,8.5650196902333,749.0,736.0,4396.996015870652,131.25150967523047,0.9225634178905207,171.0,504.13249631829876,135.0,10.080745826972532,6.038643791073145,0.9986592825423982,-0.035364794449633793,1.0,576.0,377.9867722553264,11.842427582601577,691.0
16,2.0,14.0,"(1, 4, 9)",4830.38235836834,1136.5278335048104,0.9925925925925926,136.0,7.826130692722494,4.610910924140011,0.9224076799864844,0.9632944880927644,0.04088680810627993,1.0,416.0,265.79691495576094,6.897512150735702,749.0,705.0,4685.572835081706,132.38547885625385,0.9038718291054739,179.0,144.80952328663352,135.0,9.437243393964486,5.629753777532178,1.0559673877568467,-0.09267289966408239,0.7743553326496861,612.0,399.8899848708392,11.75930076862188,677.0
17,2.0,14.0,"(1, 4, 9)",4772.968180004131,186.5819000614274,0.6888888888888889,177.0,8.277987541919266,5.009963640604539,0.9755396989126032,0.9632944880927644,-0.012245210819838724,1.0,592.0,369.5050743900549,11.369700466795386,749.0,735.0,4710.989117522925,215.69199242832525,0.9158878504672897,166.0,61.9790624812058,135.0,11.714937357053962,6.939954763544763,1.2623695796675378,-0.29907509157477336,0.6724575369798664,635.0,420.89072215956486,13.644107355541253,686.0
18,2.0,14.0,"(1, 4, 9)",4259.106228051547,316.05969954503695,0.8814814814814815,119.0,6.840642374653449,4.489790441845263,1.9326657370054585,0.9632944880927644,-0.9693712489126941,1.0,400.0,258.6155447764113,9.496725281174559,749.0,751.0,4345.050404750695,143.92488171926598,0.9198931909212283,166.0,85.94417669914765,135.0,8.548613207081537,5.05681004482933,1.2948072320298973,-0.33151274393713287,0.9733170934469516,478.0,335.3237241830646,11.637077066858021,689.0
19,2.0,14.0,"(1, 4, 9)",5006.103306429094,734.6956500002717,0.9037037037037037,148.0,7.944008828557706,4.679401722841835,0.661729768963986,0.9632944880927644,0.30156471912877836,1.0,426.0,266.5370518333239,8.96275623811743,749.0,751.0,4775.640663540257,209.4403740752404,0.9025367156208277,167.0,230.46264288883685,135.0,11.351705398015554,6.595215754849474,0.5976448010700776,0.36564968702268685,0.7743553326496861,615.0,398.76935689694113,11.178920970283407,676.0
