,klpc,distocenterpc,wdispc,nodessimpc,pc_node_num,klpriv,distocenterpriv,wdispriv,nodessimpriv,priv_node_num,cluster_intra_dis_diff_pc_priv,cluster_real_node_num,epsilon
0,0.6314664196673766,772.565168370557,5.122372705156288,0.09281164695177435,2096.0,0.6314664196673766,772.565168370557,5.122372705156288,0.09281164695177435,2096.0,0.0,1099.0,0.0
1,0.6462330519698781,760.9824289194177,5.205029903034359,0.05641492265696091,2136.0,0.6462330519698781,760.9824289194177,5.205029903034359,0.05641492265696091,2136.0,0.0,1099.0,0.0
2,0.6281701596805204,775.2132731350399,5.342380696752876,0.10919017288444044,2078.0,0.6281701596805204,775.2132731350399,5.342380696752876,0.10919017288444044,2078.0,0.0,1099.0,0.0
3,0.6439713094712705,744.3651139607322,9.320708000515602,0.046405823475887176,2147.0,0.6439713094712705,744.3651139607322,9.320708000515602,0.046405823475887176,2147.0,0.0,1099.0,0.0
4,0.610625719912174,781.0396178260635,4.471411365078017,0.07279344858962689,2118.0,0.610625719912174,781.0396178260635,4.471411365078017,0.07279344858962689,2118.0,0.0,1099.0,0.0
5,0.5958402308209799,784.5241404529502,8.63263202375116,0.08735213830755229,2102.0,0.5958402308209799,784.5241404529502,8.63263202375116,0.08735213830755229,2102.0,0.0,1099.0,0.0
6,0.6315792248143309,769.0314352198288,7.886054862974359,0.1137397634212921,2073.0,0.6315792248143309,769.0314352198288,7.886054862974359,0.1137397634212921,2073.0,0.0,1099.0,0.0
7,0.6410972433548637,770.5182767816185,6.088805576920713,0.10646041856232935,2081.0,0.6410972433548637,770.5182767816185,6.088805576920713,0.10646041856232935,2081.0,0.0,1099.0,0.0
8,0.6280559742000097,764.6857439168972,7.878526648291986,0.08735213830755229,2102.0,0.6280559742000097,764.6857439168972,7.878526648291986,0.08735213830755229,2102.0,0.0,1099.0,0.0
9,0.6311311005285424,764.2924641399993,7.0614294341217,0.10282074613284808,2085.0,0.6311311005285424,764.2924641399993,7.0614294341217,0.10282074613284808,2085.0,0.0,1099.0,0.0
