,epsilon,BASE_WEIGHT,pattern_weight,distocenterpc,wdispc,nodessimpc,pc_node_num,DTWpc,Eucpc_corr,PCDpc,Pearson_ori,Pearson_pc,ndcgpc,diffpc,Eucpc,reldiffpc,nodes_real,nodes_pc,distocenterpriv,wdispriv,nodessimpriv,priv_node_num,cluster_intra_dis_diff_pc_priv,cluster_real_node_num,DTWpriv,Eucpriv_corr,PCDpriv,Pearson_priv,ndcgpriv,diffpriv,Eucpriv,reldiffpriv,nodes_priv
0,2.0,14.0,"(1, 1, 4)",2380.9307345082584,482.81991412531073,0.4157838983050848,785.0,787.5291350020439,372.05707433670796,1.6764600999563708,0.951700639714094,-0.7247594602422768,1.0,293.0,208.8276801575883,0.8639298912119314,1312.0,1349.0,1618.4948320217918,17.703186439194237,0.9344512195121951,280.0,762.4359024864666,1888.0,1170.514545436297,518.9945248737289,1.8422457363607276,-0.8905450966466337,1.0,742.0,528.1855734493323,2.1739447806197147,1398.0
1,2.0,14.0,"(1, 1, 4)",2408.0077743032916,104.48963917362678,0.22033898305084743,416.0,897.0946400404789,392.7599798564704,1.6004462348596835,0.951700639714094,-0.6487455951455894,1.0,641.0,457.0393856113497,1.8937377390496493,1312.0,1395.0,1707.0856877346996,25.88607473446448,0.9199695121951219,334.0,700.922086568592,1888.0,1173.9532990362172,500.75490864443793,1.6507801262463464,-0.6990794865322524,1.0,813.0,579.6524820959538,2.401396037509695,1417.0
2,2.0,14.0,"(1, 1, 4)",2355.103160925598,264.7713716107401,0.319385593220339,603.0,908.4036187250063,395.2843541121833,1.4570668340098534,0.951700639714094,-0.5053661942957592,1.0,554.0,397.57515012887814,1.680487410362862,1312.0,1408.0,1751.855545573196,37.77397262215039,0.9573170731707317,474.0,603.2476153524019,1888.0,930.070673629963,400.6115075385561,1.5642237205004854,-0.6125230807863914,1.0,300.0,215.79620015190258,0.9172538789188383,1368.0
3,2.0,14.0,"(1, 1, 4)",2376.641767728424,118.22731391354915,0.23040254237288138,435.0,960.1269625871207,420.3441480305468,1.6995786492342981,0.951700639714094,-0.747878009520204,1.0,605.0,435.19765624368887,1.8499155990394465,1312.0,1425.0,1726.7108127609922,29.237326864127535,0.9291158536585366,345.0,649.9309549674317,1888.0,1125.843733824681,479.42126753802097,1.606152217623164,-0.6544515779090699,1.0,745.0,530.8832263313657,2.194736034440569,1405.0
4,2.0,14.0,"(1, 1, 4)",2442.6465078332894,432.02941323456236,0.3744703389830508,707.0,773.9771003191032,344.8983457282517,1.5568271269754927,0.951700639714094,-0.6051264872613987,1.0,271.0,198.45654436173174,0.8690229811165812,1312.0,1385.0,1777.182905106337,19.579614065845472,0.8917682926829268,314.0,665.4636027269523,1888.0,1112.437165818703,470.2141578484096,1.644730991519995,-0.6930303518059011,1.0,724.0,521.6991470186624,2.226003790785157,1454.0
5,2.0,14.0,"(1, 1, 9)",2347.756652124219,618.6135922193155,0.48305084745762716,912.0,768.8992937403796,364.0763719900103,1.6456910687071458,0.951700639714094,-0.6939904289930517,1.0,311.0,226.2144999773445,0.9814608209496871,1312.0,1387.0,1618.4948320217918,17.703186439194237,0.9344512195121951,280.0,729.261820102427,1888.0,1170.514545436297,518.9945248737289,1.8422457363607276,-0.8905450966466337,1.0,742.0,528.1855734493323,2.1739447806197147,1398.0
6,2.0,14.0,"(1, 1, 9)",2404.554553378913,309.5737457486342,0.32891949152542377,621.0,919.1115659531707,442.79824720160764,1.625193886336929,0.951700639714094,-0.673493246622835,1.0,193.0,138.00362314084367,0.5774228467386391,1312.0,1341.0,1707.0856877346996,25.88607473446448,0.9199695121951219,334.0,697.4688656442136,1888.0,1173.9532990362172,500.75490864443793,1.6507801262463464,-0.6990794865322524,1.0,813.0,579.6524820959538,2.401396037509695,1417.0
7,2.0,14.0,"(1, 1, 9)",2446.934436676367,578.9488495236088,0.4380296610169492,827.0,657.8580657481039,279.4071144627294,1.1954432791636798,0.951700639714094,-0.24374263944958574,1.0,324.0,251.28867861485523,1.1449249515783186,1312.0,1458.0,1751.855545573196,37.77397262215039,0.9573170731707317,474.0,695.0788911031711,1888.0,930.070673629963,400.6115075385561,1.5642237205004854,-0.6125230807863914,1.0,300.0,215.79620015190258,0.9172538789188383,1368.0
8,2.0,14.0,"(1, 1, 9)",2376.641767728424,118.22731391354915,0.23040254237288138,435.0,960.1269625871207,420.3441480305468,1.6995786492342981,0.951700639714094,-0.747878009520204,1.0,605.0,435.19765624368887,1.8499155990394465,1312.0,1425.0,1726.7108127609922,29.237326864127535,0.9291158536585366,345.0,649.9309549674317,1888.0,1125.843733824681,479.42126753802097,1.606152217623164,-0.6544515779090699,1.0,745.0,530.8832263313657,2.194736034440569,1405.0
9,2.0,14.0,"(1, 1, 9)",2442.6465078332894,432.02941323456236,0.3744703389830508,707.0,773.9771003191032,344.8983457282517,1.5568271269754927,0.951700639714094,-0.6051264872613987,1.0,271.0,198.45654436173174,0.8690229811165812,1312.0,1385.0,1777.182905106337,19.579614065845472,0.8917682926829268,314.0,665.4636027269523,1888.0,1112.437165818703,470.2141578484096,1.644730991519995,-0.6930303518059011,1.0,724.0,521.6991470186624,2.226003790785157,1454.0
