,ndcgpc,diffpc,Eucpc,reldiffpc,nodes_real,nodes_pc,ndcgpriv,diffpriv,Eucpriv,reldiffpriv,nodessimpriv,nodes_priv,epsilon
74,1.0,205.0,152.50245899656832,2.63621997471555,819.0,752.0,1.0,620.0,475.3945729601885,6.984829329962073,0.6825396825396826,559.0,0.8
75,1.0,277.0,209.46837470128995,3.312895069532238,819.0,714.0,1.0,620.0,470.61874165825566,7.2948798988622,0.7045177045177045,577.0,0.8
76,1.0,205.0,147.5567687366459,3.1185208596713023,819.0,780.0,1.0,559.0,425.5643312120977,6.494310998735777,0.7277167277167278,596.0,0.8
77,1.0,197.0,143.20963654726592,2.8328065739570163,819.0,772.0,1.0,618.0,463.38321074462766,7.671302149178255,0.7338217338217339,601.0,0.8
78,1.0,189.0,147.12239802287073,1.9958912768647281,819.0,732.0,1.0,584.0,438.36058216951943,7.214917825537294,0.746031746031746,611.0,0.8
79,1.0,212.0,158.7765725792064,2.645069532237674,819.0,745.0,1.0,614.0,464.1228285701965,7.356194690265486,0.7167277167277167,587.0,0.8
80,1.0,549.0,396.3395009332277,8.20417193426043,819.0,706.0,1.0,632.0,451.2028368705144,10.169405815423513,0.8925518925518925,731.0,0.9
81,1.0,559.0,409.07334305720775,7.768963337547408,819.0,670.0,1.0,608.0,430.5159695063587,10.690265486725664,0.960927960927961,787.0,0.9
82,1.0,505.0,366.5474048469038,7.321744627054362,819.0,702.0,1.0,647.0,462.4035034469354,10.326169405815424,0.884004884004884,724.0,0.9
83,1.0,517.0,374.50901190759083,7.578065739570165,819.0,704.0,1.0,612.0,445.2235393597243,8.766118836915298,0.8192918192918193,671.0,0.9
84,1.0,544.0,395.4971554891388,7.818900126422251,819.0,689.0,1.0,656.0,467.8311661272686,10.647597977243995,0.894993894993895,733.0,0.9
85,1.0,517.0,371.1940193483726,7.991466498103666,819.0,728.0,1.0,643.0,456.3299245063817,10.941213653603034,0.9328449328449329,764.0,0.9
86,1.0,520.0,375.2572450999447,7.788558786346397,819.0,713.0,1.0,642.0,455.6862956025779,10.905499367888748,0.9316239316239316,763.0,0.9
87,1.0,535.0,391.2198870200747,7.463021491782554,819.0,678.0,1.0,658.0,466.9582422444217,11.201327433628318,0.9316239316239316,763.0,0.9
88,1.0,585.0,424.5291509425472,8.490834386852086,819.0,684.0,1.0,634.0,450.4442251822083,10.654235145385588,0.9242979242979243,757.0,0.9
89,1.0,547.0,399.0801924425716,7.719342604298356,819.0,680.0,1.0,687.0,490.80036674802926,10.996839443742099,0.8791208791208791,720.0,0.9
90,1.0,464.0,350.4083332342426,5.581858407079646,819.0,645.0,1.0,381.0,299.48789624958135,3.8577749683944376,0.7741147741147741,634.0,1.0
91,1.0,429.0,315.5709112069742,5.813211125158028,819.0,696.0,1.0,437.0,338.3740533788015,4.720922882427307,0.7619047619047619,624.0,1.0
92,1.0,481.0,352.1377571349031,6.671302149178255,819.0,690.0,1.0,398.0,303.84864653310535,4.56826801517067,0.8021978021978022,657.0,1.0
93,1.0,478.0,354.6744986603914,6.219658659924146,819.0,667.0,1.0,376.0,290.6303494131334,4.092604298356511,0.7973137973137974,653.0,1.0
94,1.0,502.0,367.03405836516043,7.007901390644753,819.0,687.0,1.0,432.0,333.14261210478617,4.749051833122629,0.7704517704517705,631.0,1.0
95,1.0,419.0,310.0016128990299,5.524968394437421,819.0,690.0,1.0,351.0,264.42579299304373,4.267699115044248,0.8424908424908425,690.0,1.0
96,1.0,455.0,332.20024081869656,6.397281921618204,819.0,702.0,1.0,434.0,327.0749149659753,5.268331226295828,0.8046398046398047,659.0,1.0
97,1.0,507.0,369.92566820916875,7.152022756005056,819.0,690.0,1.0,344.0,262.6175927084855,3.9487989886219976,0.829059829059829,679.0,1.0
98,1.0,464.0,351.411439768258,5.512958280657395,819.0,641.0,1.0,419.0,309.58843647655834,5.559418457648547,0.8449328449328449,692.0,1.0
99,1.0,473.0,349.82424158425613,6.2477876106194685,819.0,674.0,1.0,430.0,322.49341078539885,5.332174462705436,0.8144078144078144,667.0,1.0
100,1.0,162.0,115.42096863222038,2.650758533501896,819.0,799.0,1.0,499.0,374.3861642742691,6.177307206068268,0.7838827838827839,642.0,2.0
101,1.0,138.0,101.59724405711013,1.8625158027812896,819.0,779.0,1.0,466.0,358.57774610257115,5.170986093552465,0.7557997557997558,619.0,2.0
102,1.0,155.0,111.50336317797773,2.3663084702907713,819.0,790.0,1.0,494.0,373.75125417849773,5.895385587863464,0.7704517704517705,631.0,2.0
103,1.0,131.0,97.94386147176351,1.6469658659924147,819.0,774.0,1.0,492.0,367.6193683689694,6.202907711757269,0.7948717948717949,651.0,2.0
104,1.0,212.0,160.72958657322553,2.5072692793931735,819.0,737.0,1.0,465.0,348.89110048839024,5.755372945638432,0.7985347985347986,654.0,2.0
105,1.0,140.0,99.80981915623332,2.278445006321112,819.0,801.0,1.0,536.0,406.0369441319349,6.36188369152971,0.7484737484737485,613.0,2.0
106,1.0,193.0,141.90489773083945,2.6210493046776233,819.0,764.0,1.0,537.0,404.46137021970344,6.535398230088496,0.7594627594627594,622.0,2.0
107,1.0,186.0,139.5564401953561,2.3021491782553727,819.0,753.0,1.0,510.0,393.3090387977373,5.605562579013907,0.728937728937729,597.0,2.0
108,1.0,146.0,116.3872845288522,1.3903286978508218,819.0,743.0,1.0,511.0,393.6762629369467,5.641276864728193,0.7301587301587302,598.0,2.0
109,1.0,150.0,106.82696288858914,2.463337547408344,819.0,801.0,1.0,544.0,420.4378669910692,5.924146649810367,0.7069597069597069,579.0,2.0
110,1.0,294.0,225.62358032794356,3.2999367888748417,819.0,695.0,1.0,493.0,377.54072627996044,5.5840707964601775,0.7496947496947497,614.0,3.0
111,1.0,274.0,199.28873525616044,3.929203539823009,819.0,753.0,1.0,484.0,362.27061708065696,6.0549936788874845,0.7948717948717949,651.0,3.0
112,1.0,263.0,188.2153022471871,4.156447534766119,819.0,778.0,1.0,492.0,372.4298591681392,5.858407079646018,0.7704517704517705,631.0,3.0
113,1.0,287.0,207.77150911518163,4.221238938053097,819.0,756.0,1.0,476.0,366.1912068851463,5.286978508217446,0.7509157509157509,615.0,3.0
114,1.0,283.0,207.01932276963907,3.940581542351454,819.0,744.0,1.0,452.0,340.4849482723135,5.4977876106194685,0.7973137973137974,653.0,3.0
115,1.0,284.0,206.16983290481662,4.11409608091024,819.0,753.0,1.0,453.0,350.43544341290595,4.913400758533502,0.7545787545787546,618.0,3.0
116,1.0,260.0,186.9545399288287,3.980404551201011,819.0,771.0,1.0,442.0,327.00152904841286,5.829646017699115,0.833943833943834,683.0,3.0
117,1.0,237.0,172.3629890666787,3.4001264222503162,819.0,762.0,1.0,484.0,363.2079294288603,5.986093552465234,0.78998778998779,647.0,3.0
118,1.0,267.0,195.7268504830137,3.679203539823009,819.0,746.0,1.0,472.0,360.84622763720284,5.38527180783818,0.7631257631257631,625.0,3.0
119,1.0,292.0,222.17110523198104,3.400758533501896,819.0,703.0,1.0,501.0,384.94804844290354,5.594184576485461,0.73992673992674,606.0,3.0
120,1.0,271.0,211.62466774929618,2.8230088495575223,819.0,692.0,1.0,242.0,192.92485583770693,2.3040455120101138,0.8461538461538461,693.0,4.0
121,1.0,246.0,194.164878389476,2.446902654867257,819.0,697.0,1.0,200.0,154.50566332662373,2.18204804045512,0.8925518925518925,731.0,4.0
122,1.0,178.0,129.00387591076478,2.6020859671302152,819.0,779.0,1.0,153.0,112.37882362794157,2.0881795195954487,0.9474969474969475,776.0,4.0
123,1.0,188.0,141.36477637657833,2.304677623261694,819.0,751.0,1.0,167.0,130.034610777285,1.7613780025284451,0.905982905982906,742.0,4.0
124,1.0,263.0,195.0102561405425,3.4329962073324904,819.0,736.0,1.0,196.0,150.23315213360866,2.211441213653603,0.8998778998778999,737.0,4.0
125,1.0,233.0,171.04677722775136,3.188369152970923,819.0,754.0,1.0,155.0,113.74093370462545,2.125158027812895,0.9474969474969475,776.0,4.0
126,1.0,241.0,176.87566254292872,3.3018331226295827,819.0,752.0,1.0,189.0,138.7984149765407,2.5815423514538556,0.9352869352869353,766.0,4.0
127,1.0,225.0,171.09354166653983,2.6270543615676356,819.0,730.0,1.0,181.0,142.6218777046495,1.8135271807838178,0.8913308913308913,730.0,4.0
128,1.0,200.0,147.24808997063425,2.698798988621997,819.0,761.0,1.0,173.0,134.48048185517482,1.8378634639696587,0.9035409035409036,740.0,4.0
129,1.0,226.0,171.49344010777787,2.6627686472819216,819.0,731.0,1.0,167.0,127.23600119463045,1.9336283185840708,0.9181929181929182,752.0,4.0
130,1.0,164.0,130.9427355755179,1.5508849557522124,819.0,733.0,1.0,267.0,218.3048327454067,2.2667509481668775,0.8107448107448108,664.0,5.0
131,1.0,141.0,110.38568747804219,1.4529077117572693,819.0,752.0,1.0,208.0,157.07959765672945,2.502212389380531,0.9047619047619048,741.0,5.0
132,1.0,151.0,124.66354719804824,1.2243994943109988,819.0,728.0,1.0,169.0,129.07749610214788,1.936156763590392,0.9157509157509157,750.0,5.0
133,1.0,169.0,142.20056258679148,1.2471554993678886,819.0,710.0,1.0,204.0,155.46703830716015,2.359355246523388,0.8998778998778999,737.0,5.0
134,1.0,149.0,121.29715577869086,1.2907711757269278,819.0,734.0,1.0,226.0,181.60396471443016,2.077117572692794,0.851037851037851,697.0,5.0
135,1.0,168.0,140.46351839534705,1.2803413400758534,819.0,713.0,1.0,215.0,166.20770138594662,2.338811630847029,0.884004884004884,724.0,5.0
136,1.0,156.0,125.96031120952345,1.4029709228824272,819.0,733.0,1.0,216.0,167.14065932620943,2.3400758533501897,0.8827838827838828,723.0,5.0
137,1.0,132.0,106.3202708800161,1.200379266750948,819.0,747.0,1.0,204.0,151.61134522191932,2.6349557522123894,0.9194139194139194,753.0,5.0
138,1.0,152.0,124.90796611905904,1.2601137800252844,819.0,729.0,1.0,249.0,193.35201059208046,2.6573957016434893,0.8620268620268621,706.0,5.0
139,1.0,141.0,117.15374513859982,1.1084070796460177,819.0,732.0,1.0,214.0,164.7118696390761,2.3719974715549936,0.8876678876678876,727.0,5.0
140,1.0,147.0,116.69190203266035,1.4260429835651076,819.0,744.0,1.0,225.0,164.12495239907915,3.1782553729456384,0.9304029304029304,762.0,10.0
141,1.0,107.0,82.0792300158816,1.2032237673830595,819.0,774.0,1.0,213.0,161.13658802394943,2.542983565107459,0.9010989010989011,738.0,10.0
142,1.0,130.0,99.00505037623081,1.5079013906447534,819.0,767.0,1.0,265.0,189.40168953839878,4.227876106194691,0.9523809523809523,780.0,10.0
143,1.0,117.0,85.58621384311844,1.629266750948167,819.0,788.0,1.0,259.0,189.52836199366047,3.600189633375474,0.9157509157509157,750.0,10.0
144,1.0,140.0,107.15409464878138,1.5894437420986092,819.0,761.0,1.0,218.0,160.262285020525,2.9627054361567633,0.9242979242979243,757.0,10.0
145,1.0,127.0,97.86214794290998,1.4007585335018964,819.0,764.0,1.0,242.0,189.15602025840997,2.5107458912768648,0.8608058608058609,705.0,10.0
146,1.0,120.0,86.82165628459296,1.7708596713021492,819.0,793.0,1.0,215.0,154.26276284314372,3.3378634639696583,0.9548229548229549,782.0,10.0
147,1.0,122.0,96.76776322722355,1.1877370417193425,819.0,757.0,1.0,178.0,126.82271089990152,2.9121365360303413,0.9731379731379731,797.0,10.0
148,1.0,128.0,109.04127658827184,0.8852718078381795,819.0,733.0,1.0,232.0,175.45369759569047,2.7737041719342606,0.8925518925518925,731.0,10.0
149,1.0,104.0,80.4114419718985,1.1305309734513276,819.0,773.0,1.0,262.0,198.80643852752857,3.0872313527180784,0.8754578754578755,717.0,10.0
150,1.0,85.0,70.83078426785913,0.6586599241466498,819.0,766.0,1.0,202.0,146.18481453283715,2.97692793931732,0.9462759462759462,775.0,15.0
151,1.0,49.0,40.26164427839479,0.40644753476611883,819.0,790.0,1.0,158.0,118.06777714516353,1.991150442477876,0.9340659340659341,765.0,15.0
152,1.0,70.0,57.723478758647246,0.5707964601769911,819.0,777.0,1.0,204.0,154.434452114805,2.4282553729456384,0.9047619047619048,741.0,15.0
153,1.0,70.0,51.478150704935004,0.949747155499368,819.0,799.0,1.0,219.0,172.97687706742772,2.1716182048040453,0.8669108669108669,710.0,15.0
154,1.0,57.0,42.95346318982906,0.6921618204804046,819.0,798.0,1.0,196.0,145.79437574886077,2.5214917825537295,0.9218559218559219,755.0,15.0
155,1.0,71.0,61.814237842102365,0.43426042983565105,819.0,768.0,1.0,164.0,120.44085685513866,2.2398862199747156,0.9438339438339438,773.0,15.0
156,1.0,62.0,45.27692569068709,0.8707332490518331,819.0,803.0,1.0,180.0,129.0348790056394,2.8113147914032868,0.9633699633699634,789.0,15.0
157,1.0,62.0,59.07622195096772,0.18173198482932995,819.0,763.0,1.0,152.0,109.04127658827184,2.3625158027812896,0.9682539682539683,793.0,15.0
158,1.0,81.0,77.10382610480494,0.24020227560050567,819.0,746.0,1.0,169.0,126.57408897558773,2.1084070796460175,0.927960927960928,760.0,15.0
159,1.0,64.0,54.91812087098393,0.4254108723135272,819.0,775.0,1.0,187.0,145.8389522727039,1.958912768647282,0.8937728937728938,732.0,15.0
160,1.0,64.0,60.13318551349163,0.21871049304677623,819.0,763.0,1.0,184.0,136.41847382227965,2.402970922882427,0.9291819291819292,761.0,20.0
161,1.0,26.0,20.8806130178211,0.2395701643489254,819.0,805.0,1.0,169.0,123.664869708418,2.349557522123894,0.945054945054945,774.0,20.0
162,1.0,49.0,43.41658669218482,0.2686472819216182,819.0,782.0,1.0,217.0,161.4465855941215,2.7891908975979773,0.9133089133089133,748.0,20.0
163,1.0,68.0,53.14132102234569,0.7060682680151708,819.0,787.0,1.0,200.0,151.79591562357663,2.354298356510746,0.9047619047619048,741.0,20.0
164,1.0,55.0,42.15447781671598,0.6207332490518331,819.0,796.0,1.0,180.0,135.56548233234005,2.191213653603034,0.9194139194139194,753.0,20.0
165,1.0,71.0,61.0,0.46871049304677626,819.0,770.0,1.0,171.0,128.86038956948718,2.0764854614412136,0.9230769230769231,756.0,20.0
166,1.0,49.0,37.16180835212409,0.5786978508217446,819.0,800.0,1.0,167.0,124.77579893553076,2.1058786346396965,0.9304029304029304,762.0,20.0
167,1.0,62.0,56.32051136131489,0.28508217446270545,819.0,769.0,1.0,144.0,102.61578825892242,2.352402022756005,0.978021978021978,801.0,20.0
168,1.0,73.0,66.37017402418047,0.3334386852085967,819.0,760.0,1.0,164.0,123.97580409095961,1.9642857142857142,0.9242979242979243,757.0,20.0
169,1.0,59.0,50.80354318352215,0.38463969658659924,819.0,778.0,1.0,189.0,143.26548781894402,2.2370417193426047,0.9108669108669109,746.0,20.0
