,epsilon,BASE_WEIGHT,DTWpc,Eucpc,PCDpc,DTWpriv,Eucpriv,PCDpriv
0,2.0,2.0,582.0,412.50696963808986,1.9999999999999998,626.0,443.74091539996624,2.0
