,0,1,2,3,4,5,6,7,8,9,10
0,0.1,0.12256267409470756,0.09941799115771432,2.0,693.0,503.0755410472666,0.09090909090909094,0.09090909090909094,2.0,718.0,507.8287112796991
0,0.1,0.09090909090909105,0.09090909090909094,1.1102230246251565e-16,780.0,551.6593151574621,0.18298368298368306,0.1787383258527464,1.9999999999999998,701.0,498.3623179976592
0,0.1,0.09090909090909094,0.09090909090909094,1.9999999999999996,808.0,571.7901713041244,0.20342034203420345,0.20016342830564093,2.0,708.0,503.07255937886333
0,0.1,0.10606060606060619,0.10713450361440469,2.0,767.0,544.5410911951457,0.09090909090909105,0.09090909090909105,2.0,780.0,554.4366510251645
0,0.1,0.13043478260869568,0.13164377248963066,2.0,748.0,530.292372187268,0.09090909090909094,0.09090909090909105,2.0,782.0,555.1684429071955
0,0.1,0.09090909090909105,0.09090909090909105,1.1102230246251565e-16,775.0,548.1724181313759,0.13079178885630505,0.130767282866323,2.0,741.0,524.1383405170815
0,0.1,0.10047846889952161,0.10331712699631257,1.9999999999999998,752.0,532.5729996911222,0.09090909090909105,0.09090909090909094,2.0,760.0,539.942589540777
0,0.1,0.09090909090909094,0.09090909090909094,0.0,836.0,591.2241537691098,0.18877772944758597,0.1884718116023677,1.1102230246251565e-16,746.0,527.7745730896858
0,0.1,0.16869227029654843,0.16604695818767012,1.9999999999999996,684.0,485.64390246352315,0.09090909090909094,0.09090909090909094,1.9999999999999996,748.0,529.399659992335
0,0.1,0.10487719706669774,0.11429956434034416,2.0,769.0,543.842808171626,0.09090909090909094,0.09090909090909105,1.9999999999999996,781.0,558.2051594172165
0,0.1,0.12587412587412594,0.12465952854805695,1.9999999999999998,700.0,495.7822102496216,0.09090909090909094,0.09090909090909094,2.0,728.0,514.8980481609927
0,0.1,0.11976911976911975,0.12079741190125659,2.0,732.0,518.6231772684287,0.09090909090909094,0.09090909090909105,2.0,756.0,536.2536713161039
0,0.1,0.09090909090909105,0.09090909090909105,2.0,784.0,554.4005772002768,0.16048237476808913,0.15897724363743682,2.0,724.0,512.8898517225701
0,0.1,0.09090909090909094,0.09090909090909094,2.0,802.0,568.3836732349022,0.12491498526411249,0.126537433917837,1.9999999999999998,772.0,546.1080479172597
0,0.1,0.09090909090909105,0.09090909090909094,1.1102230246251565e-16,805.0,569.2319386682374,0.1654432523997742,0.16518356918644828,2.0,739.0,522.7245928785062
0,0.1,0.09090909090909094,0.09090909090909094,1.1102230246251565e-16,783.0,554.5782181081403,0.18146987112504365,0.17820716120533653,2.0,705.0,501.3232490120521
0,0.1,0.11032892341303568,0.11769624343146678,1.1102230246251565e-16,733.0,518.3097529470191,0.09090909090909105,0.09090909090909094,2.0,749.0,534.0458781790194
0,0.1,0.11311053984575847,0.11234598820526187,2.0,759.0,537.2010796712904,0.09090909090909094,0.09090909090909105,1.9999999999999998,778.0,550.1745177668628
0,0.1,0.09090909090909094,0.09090909090909105,1.9999999999999998,738.0,536.4792633457513,0.09706824340970688,0.12004548416181204,1.9999999999999998,733.0,519.2850854781022
0,0.1,0.1323885240235051,0.13578797250018404,2.0,753.0,532.5082158990601,0.09090909090909105,0.09090909090909105,1.9999999999999998,789.0,560.1615838309514
0,0.2,0.13715467932335412,0.14019932723552708,1.9999999999999998,709.0,501.3431958249758,0.09090909090909094,0.09090909090909105,2.0,747.0,530.08395561458
0,0.2,0.17992656058751533,0.17853775532056138,1.9999999999999998,737.0,522.1082263286032,0.09090909090909094,0.09090909090909094,2.0,817.0,577.8035998503298
0,0.2,0.09090909090909105,0.09090909090909105,1.1102230246251565e-16,815.0,576.3896251668657,0.14445064138315677,0.14421099815221072,2.0,767.0,542.5946921966708
0,0.2,0.09090909090909094,0.09090909090909105,0.0,776.0,549.3723691632116,0.13191190253045926,0.13260273919234367,1.9999999999999998,741.0,524.1764969931406
0,0.2,0.09090909090909105,0.09090909090909105,2.0,734.0,519.0472040190565,0.10701015605647768,0.10321607564231439,1.9999999999999998,721.0,512.0205074018032
0,0.2,0.12547528517110274,0.12971953921537926,2.0,759.0,537.4765111146719,0.09090909090909105,0.09090909090909094,1.9999999999999998,789.0,561.4454559438522
0,0.2,0.09090909090909094,0.09090909090909105,2.0,761.0,538.8886712485242,0.09927129375223986,0.10049661667995557,1.1102230246251565e-16,754.0,533.2054013229798
0,0.2,0.09461462450592883,0.09531276856665494,2.0,733.0,518.8342702636363,0.09090909090909094,0.09090909090909105,2.0,736.0,521.359760626
